"purchase_id";"customer_id";"product_id";"purchase_date_m";"purchase_time_m";"quantity";"total_amount"
6171;604;191;"2021-06-18";"20:13:30";2;26.4
6172;604;50;"2023-02-22";"02:55:24";4;48.56
6173;604;355;"2021-06-25";"11:13:27";4;70.8
6174;604;113;"2021-04-16";"01:35:22";2;34.04
6175;605;268;"2023-02-21";"22:47:24";2;24.3
6176;605;471;"2023-11-01";"13:38:50";4;59.48
6177;605;49;"2022-12-09";"17:36:12";5;98.55
6178;605;79;"2022-10-29";"14:52:50";3;47.91
6179;605;326;"2022-04-12";"01:09:02";5;68.05
6180;605;390;"2023-05-19";"23:50:46";2;24.28
6181;605;479;"2023-01-17";"10:43:02";2;40.64
6182;605;449;"2022-08-07";"17:08:47";4;76.12
6183;605;432;"2022-03-10";"19:05:52";4;85.44
6184;605;369;"2022-02-14";"22:26:17";2;30.0
6185;605;11;"2022-02-20";"11:07:42";1;19.03
6186;605;224;"2022-07-10";"14:38:50";2;30.8
6187;605;301;"2023-09-06";"04:40:08";3;41.49
6188;605;73;"2023-01-07";"23:04:22";1;15.6
6189;605;315;"2023-03-18";"09:53:54";2;33.64
6190;605;82;"2022-05-14";"06:48:23";4;71.72
6191;605;453;"2022-06-16";"21:32:13";2;39.42
6192;605;209;"2023-06-25";"08:49:17";4;61.6
6193;605;82;"2023-10-11";"03:32:20";3;53.79
6194;605;319;"2023-07-09";"00:11:06";3;59.13
6195;606;126;"2023-07-29";"15:26:31";3;33.75
6196;606;204;"2023-02-21";"05:59:19";4;73.08
6197;606;129;"2022-12-09";"03:14:00";1;16.1
6198;606;475;"2023-05-01";"04:29:16";2;31.2
6199;606;307;"2023-03-27";"00:03:17";3;54.72
6200;606;352;"2023-06-16";"19:43:47";1;16.04
6201;606;351;"2023-07-21";"00:16:40";5;106.8
6202;606;257;"2023-05-23";"04:44:47";4;64.32
6203;606;293;"2022-12-29";"10:12:53";1;13.67
6204;606;201;"2022-12-30";"00:23:30";4;54.36
6205;606;147;"2023-10-11";"02:16:15";4;81.28
6206;607;124;"2023-06-07";"06:25:28";3;41.49
6207;607;453;"2023-05-07";"03:58:25";3;59.13
6208;607;13;"2019-09-29";"06:16:25";5;80.2
6209;607;205;"2023-09-23";"16:38:48";4;62.6
6210;607;91;"2021-08-17";"11:26:08";5;68.05
6211;607;465;"2018-07-26";"14:54:07";3;44.61
6212;607;163;"2021-08-04";"18:19:26";5;78.25
6213;607;307;"2020-06-11";"11:27:17";4;72.96
6214;607;37;"2023-05-17";"03:28:51";3;46.2
6215;607;346;"2023-01-07";"06:43:56";1;17.39
6216;607;449;"2019-04-05";"20:17:48";5;95.15
6217;607;444;"2019-06-14";"15:31:44";3;60.96
6218;607;293;"2023-10-14";"15:30:55";3;41.01
6219;607;137;"2018-09-11";"16:53:07";2;32.2
6220;607;100;"2022-11-14";"04:37:07";3;53.43
6221;607;191;"2018-06-11";"22:39:18";2;26.4
6222;607;287;"2020-12-30";"09:50:49";2;27.66
6223;607;309;"2021-04-17";"19:41:49";3;45.0
6224;607;60;"2021-07-30";"23:52:00";3;48.3
6225;607;278;"2020-03-30";"00:10:52";1;13.2
6226;608;298;"2019-05-26";"21:48:50";5;89.7
6227;608;31;"2019-08-25";"02:28:05";1;17.18
6228;608;349;"2020-11-14";"09:19:04";2;29.92
6229;608;225;"2022-02-08";"19:11:05";5;85.9
6230;608;116;"2019-01-11";"16:57:28";2;39.42
6231;608;116;"2023-02-10";"03:11:56";1;19.71
6232;608;290;"2020-02-19";"09:44:33";1;21.36
6233;608;382;"2023-01-09";"19:25:39";4;71.24
6234;608;428;"2018-09-23";"15:04:00";2;24.36
6235;608;52;"2021-12-25";"01:31:32";1;14.87
6236;608;291;"2021-04-15";"08:00:30";5;66.0
6237;608;97;"2022-06-20";"14:40:08";2;29.92
6238;608;363;"2020-08-25";"01:30:44";4;59.48
6239;608;157;"2023-08-05";"07:51:56";3;50.46
6240;608;106;"2019-09-17";"01:41:53";1;15.4
6241;608;95;"2018-11-15";"02:48:08";3;45.0
6242;608;352;"2023-02-10";"23:23:46";3;48.12
6243;608;40;"2020-07-21";"11:37:49";3;46.38
6244;609;14;"2021-11-12";"07:07:28";1;12.14
6245;609;107;"2020-09-02";"04:26:53";5;76.45
6246;609;319;"2020-11-14";"08:56:37";3;59.13
6247;609;179;"2021-01-07";"09:56:22";3;64.35
6248;609;494;"2019-07-01";"11:02:14";3;54.81
6249;609;327;"2023-03-25";"14:06:07";1;17.02
6250;609;147;"2022-04-26";"16:34:32";4;81.28
6251;609;435;"2019-09-07";"21:12:36";1;13.67
6252;609;301;"2019-05-12";"17:11:43";2;27.66
6253;609;260;"2022-02-18";"16:13:55";5;68.05
6254;609;476;"2023-09-26";"07:09:02";2;35.62
6255;609;76;"2020-03-18";"11:16:20";4;70.8
6256;609;402;"2022-01-16";"06:51:34";3;52.17
6257;609;301;"2019-05-12";"09:03:04";1;13.83
6258;609;270;"2022-01-09";"22:44:11";4;67.28
6259;609;240;"2018-08-25";"05:37:12";2;36.54
6260;609;384;"2023-10-26";"01:16:58";5;106.8
6261;610;139;"2020-09-04";"02:46:59";2;27.22
6262;610;243;"2023-06-18";"15:40:10";3;55.62
6263;610;391;"2020-12-24";"03:18:54";3;24.45
6264;610;467;"2022-10-09";"10:40:48";4;72.96
6265;610;31;"2021-07-09";"05:37:36";4;68.72
6266;610;14;"2021-08-12";"00:58:01";3;36.42
6267;610;73;"2022-04-26";"13:23:27";2;31.2
6268;610;240;"2023-01-10";"14:33:04";3;54.81
6269;610;354;"2021-05-12";"01:21:34";2;30.8
6270;610;455;"2023-11-04";"16:29:36";3;51.06
6271;610;400;"2022-12-24";"22:25:55";4;59.84
6272;611;23;"2020-01-17";"09:50:21";5;89.7
6273;611;304;"2019-05-14";"21:13:48";4;68.72
6274;611;12;"2018-11-13";"05:41:35";5;84.1
6275;611;484;"2017-12-31";"00:04:03";1;12.14
6276;611;192;"2019-04-30";"06:27:27";4;81.28
6277;611;79;"2017-12-26";"23:15:47";3;47.91
6278;611;219;"2018-01-12";"10:14:43";4;64.32
6279;611;303;"2022-08-16";"17:31:49";2;27.66
6280;611;474;"2023-08-27";"19:28:25";1;16.83
6281;611;349;"2019-08-17";"15:19:36";5;74.8
6282;611;24;"2022-01-09";"03:28:59";5;74.8
6283;611;30;"2019-04-03";"18:20:37";5;92.7
6284;611;229;"2018-10-28";"05:18:28";2;29.74
6285;611;11;"2018-01-10";"00:58:49";5;95.15
6286;611;343;"2020-02-25";"01:38:32";1;11.2
6287;611;205;"2023-08-28";"22:16:35";1;15.65
6288;612;242;"2023-10-12";"11:14:07";5;75.0
6289;613;283;"2023-07-22";"04:56:03";2;34.04
6290;613;163;"2023-08-27";"08:37:38";1;15.65
6291;614;335;"2022-06-11";"07:33:00";5;91.2
6292;615;164;"2019-12-12";"09:33:13";1;11.88
6293;615;7;"2020-11-08";"18:54:23";4;85.8
6294;615;375;"2022-06-17";"12:07:57";4;54.36
6295;615;322;"2022-10-12";"19:59:39";2;27.18
6296;615;30;"2020-08-11";"00:35:34";5;92.7
6297;615;189;"2022-08-29";"00:47:46";2;36.48
6298;615;23;"2020-03-29";"02:33:33";2;35.88
6299;615;320;"2022-12-22";"21:33:50";3;54.81
6300;615;483;"2020-03-11";"21:39:59";4;61.16
6301;615;281;"2021-10-13";"13:53:05";5;80.2
6302;615;437;"2022-04-18";"14:21:10";5;98.55
6303;615;126;"2020-07-23";"05:10:12";3;33.75
6304;615;336;"2020-07-24";"18:34:03";3;33.75
6305;615;148;"2023-03-10";"03:09:23";1;12.15
6306;615;243;"2020-09-21";"10:25:22";1;18.54
6307;615;150;"2021-10-03";"13:16:19";5;68.35
6308;615;149;"2021-01-06";"16:10:51";3;53.1
6309;616;224;"2023-04-17";"09:25:47";1;15.4
6310;617;23;"2019-03-21";"11:33:02";5;89.7
6311;617;283;"2020-01-03";"09:56:18";4;68.08
6312;617;444;"2017-10-04";"12:55:06";2;40.64
6313;617;439;"2021-12-16";"02:23:12";2;36.54
6314;617;140;"2019-05-24";"21:23:34";3;52.17
6315;617;63;"2016-12-31";"22:14:30";2;34.78
6316;617;464;"2022-03-24";"13:27:04";1;13.67
6317;617;149;"2018-01-02";"02:48:25";3;53.1
6318;617;436;"2023-01-22";"20:15:48";5;98.55
6319;617;163;"2018-04-04";"08:20:57";5;78.25
6320;617;61;"2020-11-02";"10:55:44";1;18.24
6321;617;390;"2023-07-05";"22:20:24";1;12.14
6322;617;353;"2018-11-05";"00:54:52";3;58.14
6323;617;40;"2023-03-28";"19:15:53";4;61.84
6324;617;320;"2023-09-07";"02:33:31";2;36.54
6325;617;497;"2019-01-30";"17:47:14";1;15.46
6326;617;418;"2023-07-17";"00:50:15";5;56.0
6327;617;442;"2022-05-29";"10:56:26";2;30.0
6328;617;202;"2023-09-18";"02:46:36";1;15.89
6329;618;164;"2023-04-21";"21:07:32";4;47.52
6330;618;72;"2022-10-26";"21:20:09";4;67.32
6331;618;168;"2023-04-11";"17:07:37";2;31.78
6332;618;364;"2021-03-13";"20:07:09";4;85.8
6333;618;420;"2022-02-16";"19:08:55";1;16.82
6334;618;5;"2022-04-03";"01:40:43";4;65.0
6335;618;93;"2022-06-03";"22:43:08";1;17.39
6336;618;436;"2022-07-19";"01:52:44";1;19.71
6337;619;145;"2023-07-22";"18:02:31";4;63.24
6338;619;183;"2022-10-08";"19:36:23";4;61.6
6339;619;351;"2023-06-07";"02:36:09";2;42.72
6340;619;36;"2023-02-28";"14:19:21";4;48.56
6341;619;499;"2023-06-04";"00:59:41";3;45.0
6342;619;19;"2023-04-16";"22:38:59";4;72.96
6343;619;83;"2023-10-12";"00:55:51";1;15.0
6344;619;466;"2022-10-04";"20:17:48";5;79.85
6345;619;338;"2023-03-15";"17:29:13";1;15.81
6346;619;327;"2023-02-15";"15:56:12";5;85.1
6347;619;335;"2023-02-17";"01:18:19";2;36.48
6348;619;485;"2023-09-14";"10:49:51";1;13.09
6349;619;495;"2023-09-27";"12:21:38";1;14.96
6350;619;398;"2022-10-03";"20:28:01";5;84.1
6351;619;83;"2023-10-24";"14:09:01";2;30.0
6352;619;464;"2022-10-26";"20:42:16";3;41.01
6353;619;66;"2023-10-27";"02:09:19";4;71.76
6354;619;302;"2023-06-22";"18:35:31";3;58.14
6355;619;364;"2023-03-26";"16:32:56";4;85.8
6356;619;364;"2022-10-28";"13:55:55";5;107.25
6357;620;334;"2019-04-12";"16:13:05";4;76.12
6358;620;103;"2017-07-15";"11:21:43";1;15.89
6359;620;366;"2022-01-01";"09:47:36";1;21.45
6360;621;213;"2020-10-23";"21:44:23";4;71.76
6361;621;477;"2019-05-27";"05:56:19";5;89.05
6362;621;131;"2020-01-19";"15:36:36";5;79.85
6363;621;406;"2020-09-22";"21:40:26";3;50.49
6364;621;469;"2018-05-29";"20:32:51";2;31.3
6365;621;357;"2022-07-26";"22:58:18";2;31.62
6366;621;98;"2020-07-28";"06:13:34";3;46.38
6367;621;19;"2023-08-02";"23:56:58";2;36.48
6368;621;490;"2018-04-27";"12:06:37";1;12.15
6369;621;114;"2020-09-18";"11:47:01";4;70.8
6370;621;402;"2021-11-04";"21:08:12";1;17.39
6371;622;362;"2022-11-27";"23:46:40";5;77.3
6372;622;45;"2022-12-21";"22:10:38";2;30.0
6373;622;356;"2017-11-14";"09:10:00";1;11.88
6374;622;456;"2017-09-23";"09:09:02";4;48.72
6375;622;459;"2016-02-11";"07:11:20";3;36.45
6376;622;337;"2021-08-05";"05:02:19";5;76.2
6377;622;211;"2023-07-25";"11:38:09";2;30.0
6378;622;131;"2016-12-13";"21:14:52";2;31.94
6379;622;124;"2018-06-04";"21:42:05";3;41.49
6380;622;365;"2021-04-01";"10:56:24";1;12.14
6381;623;111;"2022-05-05";"17:22:36";3;45.87
6382;623;500;"2020-12-20";"20:07:04";4;59.48
6383;623;320;"2018-12-17";"23:40:32";5;91.35
6384;623;172;"2021-08-04";"20:25:14";5;66.0
6385;623;316;"2023-05-29";"15:41:13";2;32.5
6386;623;322;"2022-09-17";"06:47:37";2;27.18
6387;623;364;"2018-08-03";"13:57:37";4;85.8
6388;623;207;"2019-06-22";"14:40:02";3;43.23
6389;623;141;"2021-10-27";"03:55:37";1;13.67
6390;623;498;"2021-01-05";"20:35:47";3;48.24
6391;623;27;"2020-03-04";"06:58:17";5;77.3
6392;623;373;"2018-04-05";"07:36:24";4;76.12
6393;623;296;"2020-07-11";"22:13:14";1;15.0
6394;623;176;"2021-01-21";"19:04:34";4;62.6
6395;623;346;"2022-07-14";"07:35:51";4;69.56
6396;623;384;"2020-04-10";"09:26:53";5;106.8
6397;624;221;"2019-09-18";"05:04:57";3;48.75
6398;625;256;"2022-05-14";"08:09:20";1;19.38
6399;625;491;"2023-02-24";"08:54:45";2;26.18
6400;625;399;"2022-04-09";"03:58:56";1;18.27
6401;625;472;"2021-12-10";"11:47:37";1;15.89
6402;625;435;"2023-07-23";"10:44:25";5;68.35
6403;625;273;"2022-11-03";"11:27:38";5;58.4
6404;626;489;"2023-01-03";"06:44:00";2;24.28
6405;626;268;"2021-12-19";"06:47:04";2;24.3
6406;626;285;"2021-11-04";"12:09:14";4;52.36
6407;626;327;"2023-02-07";"08:59:43";3;51.06
6408;626;164;"2021-11-01";"01:13:28";3;35.64
6409;626;386;"2022-08-28";"01:45:23";1;15.29
6410;626;454;"2022-03-10";"08:27:35";5;98.55
6411;626;30;"2022-08-07";"06:17:07";5;92.7
6412;626;377;"2022-11-04";"19:53:25";4;63.24
6413;626;352;"2022-02-10";"19:05:43";4;64.16
6414;626;238;"2022-11-10";"04:48:39";3;53.82
6415;626;188;"2023-04-25";"07:15:49";3;33.75
6416;626;314;"2022-09-26";"05:08:21";3;53.79
6417;627;439;"2023-08-07";"20:03:49";2;36.54
6418;627;46;"2022-04-09";"18:01:07";2;31.3
6419;627;144;"2022-01-04";"13:27:37";1;16.25
6420;627;137;"2021-09-29";"13:22:56";1;16.1
6421;627;58;"2021-01-03";"05:24:22";5;78.0
6422;627;115;"2020-06-28";"09:20:14";3;35.04
6423;628;95;"2018-01-14";"07:10:44";4;60.0
6424;628;323;"2017-04-08";"23:12:19";4;47.52
6425;628;211;"2017-06-20";"11:34:16";5;75.0
6426;628;319;"2019-11-28";"06:36:41";4;78.84
6427;628;36;"2021-01-30";"21:33:19";5;60.7
6428;628;130;"2022-04-17";"16:57:13";4;65.0
6429;628;444;"2022-04-09";"13:15:34";2;40.64
6430;628;90;"2023-03-03";"14:48:40";5;59.4
6431;628;106;"2019-12-31";"07:20:20";2;30.8
6432;628;227;"2022-08-09";"09:50:08";5;75.0
6433;628;320;"2016-09-03";"03:18:18";2;36.54
6434;629;394;"2019-09-22";"23:28:19";3;33.75
6435;629;458;"2020-06-02";"01:40:36";4;60.0
6436;629;208;"2019-10-20";"17:44:13";3;53.43
6437;629;226;"2019-09-04";"02:54:29";3;46.95
6438;629;74;"2021-08-27";"14:37:39";4;62.4
6439;629;467;"2021-06-25";"23:03:37";4;72.96
6440;629;115;"2019-10-24";"15:55:15";4;46.72
6441;629;118;"2022-05-18";"05:10:30";5;59.4
6442;629;245;"2020-12-08";"08:27:09";1;15.65
6443;629;107;"2022-10-27";"20:43:04";4;61.16
6444;629;295;"2021-07-29";"14:40:03";4;61.16
6445;629;380;"2020-04-06";"17:41:07";4;78.84
6446;629;239;"2022-08-02";"14:00:35";1;16.1
6447;629;234;"2022-11-22";"16:12:21";1;19.38
6448;630;192;"2020-08-04";"10:02:23";4;81.28
6449;630;462;"2017-09-04";"02:25:44";2;26.18
6450;630;184;"2018-01-20";"15:03:29";1;17.02
6451;630;284;"2022-01-16";"09:11:42";1;19.38
6452;631;405;"2019-04-02";"09:37:45";1;19.38
6453;631;487;"2018-04-29";"09:05:08";3;50.46
6454;631;254;"2021-05-14";"11:15:22";1;17.02
6455;631;311;"2018-06-30";"21:04:47";3;52.17
6456;631;194;"2023-11-03";"16:20:54";2;27.22
6457;631;400;"2018-09-02";"03:41:35";3;44.88
6458;631;313;"2020-11-24";"11:36:11";2;40.64
6459;631;299;"2023-05-13";"14:35:30";1;15.81
6460;631;103;"2022-08-20";"09:06:34";5;79.45
6461;631;3;"2022-04-20";"04:09:52";4;44.8
6462;632;288;"2022-09-23";"17:22:25";1;14.87
6463;632;95;"2021-10-17";"21:09:22";3;45.0
6464;632;111;"2021-08-19";"03:05:54";2;30.58
6465;632;107;"2021-08-08";"12:24:59";5;76.45
6466;632;187;"2023-03-04";"09:52:41";4;63.24
6467;632;164;"2023-01-12";"05:33:59";1;11.88
6468;632;209;"2021-08-09";"08:23:49";5;77.0
6469;632;262;"2021-04-25";"18:18:25";2;42.72
6470;632;118;"2021-09-21";"12:56:47";1;11.88
6471;632;372;"2021-01-21";"18:16:27";4;62.6
6472;632;389;"2020-11-16";"16:56:10";2;42.9
6473;632;387;"2023-06-28";"12:25:28";4;59.84
6474;632;24;"2020-12-26";"08:18:09";3;44.88
6475;632;135;"2021-12-13";"04:34:48";4;52.36
6476;632;440;"2022-02-15";"07:24:44";5;80.5
6477;633;482;"2023-07-14";"11:54:41";1;15.29
6478;633;452;"2023-08-12";"20:28:04";4;71.76
6479;633;241;"2022-09-12";"22:39:13";5;86.95
6480;633;116;"2023-01-05";"04:07:48";1;19.71
6481;634;312;"2023-05-13";"16:48:20";4;78.84
6482;634;274;"2018-09-02";"07:38:30";3;59.13
6483;634;475;"2021-05-04";"13:34:22";4;62.4
6484;634;78;"2020-05-16";"19:55:33";2;23.36
6485;634;297;"2021-05-29";"21:50:44";3;53.1
6486;635;50;"2020-01-26";"18:17:29";4;48.56
6487;635;193;"2023-05-28";"18:36:57";3;58.14
6488;635;446;"2020-03-22";"12:07:20";5;65.45
6489;635;10;"2022-08-09";"19:18:01";1;16.83
6490;636;312;"2021-08-08";"23:40:14";5;98.55
6491;636;278;"2020-10-06";"12:37:34";1;13.2
6492;636;451;"2019-02-22";"12:45:11";5;91.35
6493;636;237;"2020-03-02";"04:42:39";4;81.28
6494;637;26;"2016-11-08";"23:17:29";1;16.1
6495;637;45;"2017-07-31";"15:38:34";1;15.0
6496;637;331;"2019-04-18";"06:25:04";1;18.24
6497;637;100;"2023-09-17";"16:01:13";2;35.62
6498;637;249;"2020-05-15";"01:35:16";1;13.61
6499;637;289;"2017-10-08";"11:11:47";2;22.5
6500;638;427;"2022-06-05";"20:21:42";4;55.32
6501;638;146;"2023-06-03";"06:46:40";1;17.7
6502;638;36;"2021-11-29";"10:56:18";1;12.14
6503;638;77;"2023-05-07";"19:18:22";3;36.42
6504;638;62;"2023-07-30";"23:03:22";3;55.62
6505;638;372;"2023-10-24";"08:59:33";5;78.25
6506;638;228;"2023-02-27";"00:27:59";5;69.15
6507;638;420;"2022-11-14";"00:08:12";3;50.46
6508;638;213;"2022-10-29";"07:31:19";3;53.82
6509;638;119;"2023-05-18";"03:48:46";1;8.15
6510;638;387;"2022-09-02";"22:59:13";2;29.92
6511;639;412;"2021-04-21";"05:04:03";5;59.4
6512;639;87;"2017-05-26";"19:06:13";4;61.84
6513;639;298;"2018-07-01";"12:15:15";3;53.82
6514;639;259;"2022-04-28";"01:50:33";2;29.74
6515;639;182;"2019-12-28";"01:22:43";4;64.32
6516;639;121;"2018-10-24";"22:05:48";5;76.45
6517;640;471;"2020-05-22";"20:11:09";1;14.87
6518;640;474;"2023-03-18";"23:43:13";2;33.66
6519;640;279;"2020-08-03";"00:22:01";4;60.0
6520;640;35;"2019-10-27";"09:48:17";2;27.66
6521;640;343;"2020-02-03";"11:35:48";2;22.4
6522;640;106;"2019-11-01";"01:27:24";2;30.8
6523;640;42;"2020-11-28";"10:07:35";5;66.0
6524;641;328;"2021-09-27";"19:44:03";1;12.14
6525;641;230;"2020-01-17";"19:20:45";1;13.67
6526;641;104;"2018-07-06";"20:36:23";1;15.89
6527;641;302;"2018-09-26";"06:04:10";4;77.52
6528;641;363;"2023-08-03";"11:22:34";5;74.35
6529;641;388;"2019-08-03";"01:06:10";3;48.24
6530;642;244;"2022-11-16";"07:06:01";4;60.96
6531;642;170;"2021-01-15";"12:03:50";1;12.15
6532;642;117;"2021-10-25";"08:07:45";1;14.96
6533;642;369;"2022-09-12";"18:14:27";3;45.0
6534;642;483;"2021-11-22";"04:57:31";4;61.16
6535;642;152;"2021-06-06";"03:14:36";3;50.49
6536;642;26;"2022-02-26";"16:14:03";1;16.1
6537;642;481;"2022-10-05";"15:59:28";3;36.45
6538;642;86;"2021-09-30";"00:52:26";5;78.25
6539;642;90;"2020-10-23";"05:55:40";5;59.4
6540;642;118;"2023-01-24";"04:40:53";4;47.52
6541;643;187;"2020-09-23";"03:42:58";1;15.81
6542;643;448;"2022-09-08";"16:20:29";5;69.15
6543;644;201;"2022-03-21";"21:29:08";1;13.59
6544;645;387;"2018-07-20";"15:11:59";1;14.96
6545;645;183;"2017-01-07";"14:54:28";2;30.8
6546;645;126;"2020-06-25";"20:05:03";4;45.0
6547;645;153;"2022-11-20";"11:18:02";5;76.45
6548;645;107;"2019-10-22";"04:21:40";3;45.87
6549;645;11;"2020-03-30";"09:46:29";5;95.15
6550;645;189;"2019-06-21";"15:10:28";3;54.72
6551;645;244;"2020-03-29";"12:30:01";5;76.2
6552;645;286;"2018-05-26";"02:00:43";4;81.28
6553;645;222;"2019-04-06";"02:18:45";1;11.88
6554;645;175;"2021-06-11";"02:11:28";1;17.39
6555;645;102;"2016-03-15";"21:10:13";4;48.6
6556;645;18;"2023-03-15";"04:00:35";4;77.52
6557;645;378;"2018-07-10";"23:01:15";3;54.81
6558;645;140;"2021-05-08";"03:37:56";3;52.17
6559;645;306;"2020-02-06";"15:31:33";4;64.32
6560;646;35;"2022-12-29";"09:56:50";4;55.32
6561;646;459;"2023-06-15";"21:24:27";5;60.75
6562;646;464;"2023-06-04";"04:53:07";2;27.34
6563;646;402;"2022-03-28";"03:42:48";1;17.39
6564;646;29;"2023-02-09";"05:34:53";5;78.0
6565;646;231;"2022-09-01";"03:33:10";3;51.54
6566;646;344;"2022-08-24";"23:52:25";4;64.32
6567;646;219;"2022-09-21";"07:11:45";5;80.4
6568;646;471;"2022-06-30";"17:37:06";2;29.74
6569;646;349;"2023-07-06";"13:53:14";1;14.96
6570;646;495;"2022-02-28";"02:04:44";2;29.92
6571;646;334;"2023-05-23";"15:39:17";4;76.12
6572;647;45;"2019-05-13";"22:52:38";3;45.0
6573;647;202;"2019-01-03";"14:32:58";3;47.67
6574;647;368;"2017-10-22";"22:08:15";4;67.32
6575;647;146;"2017-11-12";"14:19:14";3;53.1
6576;647;231;"2022-08-05";"01:33:37";3;51.54
6577;647;487;"2022-06-01";"18:16:39";3;50.46
6578;648;416;"2021-08-18";"21:10:32";5;84.1
6579;648;262;"2023-05-13";"06:39:18";5;106.8
6580;649;455;"2023-02-02";"11:42:54";2;34.04
6581;649;105;"2023-08-25";"13:24:45";2;33.64
6582;649;366;"2023-11-03";"16:36:34";1;21.45
6583;649;458;"2023-01-12";"07:26:15";5;75.0
6584;650;220;"2021-12-21";"10:19:55";2;29.92
6585;650;67;"2021-01-23";"02:36:41";4;85.8
6586;650;351;"2021-09-16";"16:43:20";5;106.8
6587;650;74;"2022-06-21";"16:32:14";4;62.4
6588;650;16;"2023-03-03";"14:05:48";2;36.54
6589;650;354;"2022-09-23";"10:41:15";3;46.2
6590;651;469;"2023-04-29";"15:10:20";3;46.95
6591;651;464;"2022-09-12";"12:40:27";3;41.01
6592;651;74;"2021-12-13";"16:11:26";3;46.8
6593;651;57;"2022-12-28";"06:40:24";4;63.56
6594;651;192;"2022-06-20";"18:05:01";3;60.96
6595;651;477;"2023-04-03";"04:15:56";5;89.05
6596;651;365;"2022-02-10";"14:03:41";4;48.56
6597;651;234;"2023-05-22";"05:21:47";1;19.38
6598;651;372;"2023-10-16";"01:57:37";4;62.6
6599;651;221;"2023-03-24";"20:40:12";1;16.25
6600;651;418;"2023-06-05";"11:41:58";4;44.8
6601;651;239;"2022-08-09";"06:58:47";4;64.4
6602;651;109;"2022-12-26";"09:44:27";2;36.54
6603;652;383;"2017-10-31";"03:27:36";2;30.92
6604;652;180;"2019-05-31";"17:31:47";5;75.0
6605;652;224;"2018-01-26";"16:36:48";1;15.4
6606;652;138;"2019-03-24";"10:46:05";2;32.2
6607;652;98;"2023-09-24";"12:54:13";3;46.38
6608;652;445;"2017-02-10";"21:02:12";3;52.17
6609;652;170;"2021-11-20";"11:56:52";5;60.75
6610;652;30;"2020-11-18";"08:22:10";5;92.7
6611;652;136;"2017-11-15";"22:05:39";5;107.25
6612;652;24;"2018-08-28";"21:56:06";3;44.88
6613;653;137;"2015-12-31";"12:01:35";2;32.2
6614;653;321;"2022-06-15";"03:03:03";1;16.83
6615;653;46;"2016-11-22";"02:26:12";4;62.6
6616;653;378;"2019-09-26";"00:19:58";1;18.27
6617;653;139;"2022-08-25";"15:34:53";5;68.05
6618;653;257;"2018-10-23";"19:03:22";5;80.4
6619;653;70;"2016-03-08";"05:36:01";3;33.75
6620;653;148;"2016-01-27";"00:22:33";1;12.15
6621;653;204;"2020-10-13";"20:13:37";4;73.08
6622;653;266;"2023-06-07";"01:41:18";4;72.96
6623;653;361;"2019-12-28";"11:22:42";3;46.38
6624;653;232;"2016-03-25";"22:22:39";3;51.54
6625;653;424;"2022-11-27";"11:15:56";2;29.74
6626;653;144;"2021-12-30";"19:50:02";1;16.25
6627;653;379;"2017-12-11";"11:43:41";2;30.92
6628;653;369;"2021-10-28";"04:16:09";4;60.0
6629;653;71;"2020-04-29";"12:27:12";3;46.2
6630;653;59;"2023-08-04";"20:44:14";2;35.86
6631;653;109;"2016-12-13";"09:54:17";3;54.81
6632;654;49;"2023-10-25";"11:16:49";3;59.13
6633;654;197;"2023-02-12";"20:17:58";5;91.2
6634;654;158;"2022-03-20";"09:26:56";5;89.65
6635;654;139;"2022-03-19";"12:06:23";3;40.83
6636;654;396;"2022-01-20";"21:04:07";1;17.18
6637;654;6;"2023-01-25";"03:58:07";5;78.25
6638;654;74;"2019-02-07";"21:09:50";2;31.2
6639;654;21;"2023-03-11";"14:01:14";1;17.18
6640;654;166;"2022-12-15";"23:37:13";3;45.72
6641;654;365;"2022-04-30";"15:38:25";4;48.56
6642;654;119;"2020-12-02";"02:24:23";1;8.15
6643;654;212;"2020-01-30";"15:24:54";2;36.48
6644;654;137;"2017-11-21";"17:48:44";1;16.1
6645;654;288;"2021-12-11";"04:00:06";5;74.35
6646;654;400;"2022-05-12";"16:05:10";5;74.8
6647;654;33;"2023-05-30";"11:53:26";3;48.3
6648;654;434;"2021-12-28";"03:24:57";1;19.03
6649;654;146;"2018-12-20";"01:53:22";5;88.5
6650;654;373;"2022-07-01";"04:27:51";4;76.12
6651;655;482;"2021-10-03";"14:13:06";5;76.45
6652;655;30;"2022-06-22";"03:25:40";2;37.08
6653;655;208;"2022-07-28";"11:27:27";1;17.81
6654;655;428;"2022-11-01";"04:34:30";5;60.9
6655;655;97;"2020-03-04";"00:53:26";2;29.92
6656;655;418;"2022-11-11";"10:24:50";5;56.0
6657;655;329;"2018-08-06";"02:26:01";2;23.76
6658;655;103;"2018-10-15";"20:51:51";2;31.78
6659;655;58;"2018-08-12";"21:35:30";2;31.2
6660;655;156;"2018-09-28";"13:09:31";1;17.02
6661;655;247;"2021-10-24";"23:45:39";1;11.88
6662;655;360;"2023-10-09";"00:04:43";4;48.56
6663;655;433;"2023-03-24";"20:29:06";4;54.36
6664;655;472;"2021-04-12";"22:21:31";3;47.67
6665;655;284;"2021-08-03";"16:36:03";5;96.9
6666;655;201;"2018-07-12";"01:55:38";1;13.59
6667;655;433;"2022-11-05";"04:05:31";5;67.95
6668;655;198;"2022-11-20";"14:43:32";1;15.4
